suicides/100k pop,HDI for year,suicides_no
3.09,0.679,47
1.21,0.679,18
84.06,,1519
81.0,,582
75.43,,843
62.16,,51
48.33,,660
22.71,,53
11.82,,158
11.77,,119
9.86,,197
9.67,,110
4.24,,64
1.44,,21
82.56,,582
76.94,,1414
73.12,,825
57.68,,53
43.9,,621
20.99,,52
11.94,,119
11.62,,160
11.24,,129
9.74,,198
4.7,,67
1.46,,20
82.15,,938
75.41,,530
74.69,,1386
60.5,,60
44.99,,652
23.09,,60
13.95,,139
11.14,,157
9.84,,202
9.83,,114
4.9,,67
1.22,,16
83.42,,967
76.11,,1427
70.77,,75
62.44,,441
49.66,,735
22.49,,61
12.3,,177
11.15,,131
10.06,,101
10.02,,208
4.33,,57
1.11,,14
73.91,0.746,868
64.69,0.746,1225
56.13,0.746,402
54.26,0.746,61
42.13,0.746,635
19.3,0.746,54
10.6,0.746,126
10.45,0.746,153
9.79,0.746,100
8.44,0.746,177
6.13,0.746,78
1.97,0.746,24
79.39,,944
63.96,,1225
61.14,,71
59.69,,436
42.94,,657
18.76,,53
12.17,,181
10.12,,106
10.06,,121
8.96,,190
5.51,,68
2.03,,24
76.05,,919
65.87,,77
65.86,,1275
55.11,,412
42.01,,648
17.75,,50
13.54,,203
11.48,,140
9.79,,210
8.16,,88
7.4,,89
2.61,,30
73.62,,86
69.8,,860
60.26,,1178
49.95,,383
42.65,,657
16.78,,47
15.97,,239
12.26,,152
10.02,,217
8.37,,93
5.58,,66
1.68,,19
67.1,,848
59.63,,1181
51.49,,60
47.95,,380
39.66,,608
15.12,,42
14.37,,214
11.42,,145
8.76,,192
8.61,,99
3.65,,43
2.31,,26
63.5,0.766,72
61.67,0.766,808
54.87,0.766,1118
48.0,0.766,389
33.94,0.766,528
14.8,0.766,39
12.45,0.766,193
10.51,0.766,140
7.69,0.766,88
7.18,0.766,160
4.04,0.766,49
2.16,0.766,25
57.85,0.772,778
53.35,0.772,64
51.49,0.772,1062
43.07,0.772,358
32.31,0.772,493
16.1,0.772,44
11.29,0.772,171
9.36,0.772,128
7.37,0.772,166
6.65,0.772,78
3.12,0.772,38
1.8,0.772,21
51.71,0.778,716
51.58,0.778,1074
46.19,0.778,60
43.19,0.778,368
28.76,0.778,426
13.84,0.778,40
8.95,0.778,131
7.96,0.778,181
7.88,0.778,111
7.76,0.778,93
2.62,0.778,33
0.58,0.778,7
55.71,0.785,78
54.41,0.785,1142
51.42,0.785,733
44.73,0.785,393
31.4,0.785,449
15.63,0.785,48
12.95,0.785,182
9.37,0.785,136
8.43,0.785,193
7.25,0.785,89
3.2,0.785,42
2.17,0.785,27
51.13,0.788,1082
47.11,0.788,70
45.62,0.788,667
37.65,0.788,343
25.85,0.788,356
14.44,0.788,47
9.82,0.788,132
8.45,0.788,126
7.42,0.788,171
5.46,0.788,69
2.76,0.788,38
1.38,0.788,18
46.04,,72
45.15,,962
40.4,,603
38.16,,363
23.53,,312
12.22,,42
9.88,,127
7.56,,175
7.09,,108
4.97,,65
2.07,,30
0.95,,13
73.65,,5
42.64,,1
17.81,,1
16.39,,1
16.38,,1
14.67,,1
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
35.73,,1
29.99,,2
16.06,,1
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
47.1,,3
45.56,,3
41.95,,1
33.57,,2
15.2,,1
10.62,,1
10.22,,1
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
45.95,,3
45.69,,3
33.04,,2
15.32,,1
10.4,,1
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
41.63,,1
15.08,,1
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
18.92,,2
15.07,,1
14.89,,1
14.78,,1
13.69,,1
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
33.31,,2
28.72,,2
14.03,,1
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
27.72,,2
13.6,,1
9.13,,1
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
2.84,0.732,1
2.55,0.732,6
2.19,0.732,5
1.47,0.732,2
1.33,0.732,2
0.82,0.732,1
0.0,0.732,0
0.0,0.732,0
0.0,0.732,0
0.0,0.732,0
0.0,0.732,0
0.0,0.732,0
2.54,,4
2.1,,3
2.1,,5
1.22,,3
0.78,,1
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
4.12,,1
2.4,,6
1.55,,4
1.49,,2
0.67,,1
0.63,,1
0.61,,1
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
3.06,,4
2.89,,6
2.84,,1
1.76,,4
1.62,,2
0.84,,1
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
5.27,,7
4.07,,5
2.86,,8
2.42,,7
2.39,,1
1.46,,2
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
3.5,0.752,5
3.07,0.752,9
2.31,0.752,7
1.56,0.752,2
1.44,0.752,2
0.86,0.752,1
0.0,0.752,0
0.0,0.752,0
0.0,0.752,0
0.0,0.752,0
0.0,0.752,0
0.0,0.752,0
5.56,,8
4.42,,2
3.29,,10
2.49,,3
1.9,,6
0.67,,1
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
4.72,,7
4.02,,5
3.64,,5
3.19,,10
2.14,,1
1.31,,2
0.92,,3
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
3.4,,6
3.26,,6
2.92,,10
2.17,,3
2.02,,8
1.78,,1
0.66,,1
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
4.47,,16
3.83,,7
3.38,,14
2.62,,5
1.27,,2
0.7,,1
0.55,,1
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
5.29,0.804,10
2.95,0.804,11
1.83,0.804,3
1.64,0.804,1
1.35,0.804,2
1.16,0.804,5
1.01,0.804,2
0.0,0.804,0
0.0,0.804,0
0.0,0.804,0
0.0,0.804,0
0.0,0.804,0
3.31,,15
2.18,,8
1.52,,3
1.16,,2
0.96,,2
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
3.73,,18
2.83,,11
2.7,,5
2.34,,5
1.77,,4
1.19,,2
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
4.86,,9
4.28,,17
3.71,,11
1.44,,3
1.2,,2
0.95,,2
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
4.23,,17
3.65,,7
3.29,,7
2.43,,5
1.88,,6
1.78,,3
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
6.06,0.795,21
4.11,0.795,17
3.45,0.795,7
1.78,0.795,3
1.33,0.795,1
1.0,0.795,2
0.45,0.795,1
0.0,0.795,0
0.0,0.795,0
0.0,0.795,0
0.0,0.795,0
0.0,0.795,0
4.99,,18
3.24,,14
2.32,,5
1.97,,1
1.28,,3
1.1,,2
0.93,,2
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
3.28,,21
2.32,,7
2.01,,2
1.87,,5
1.84,,6
1.25,,9
0.45,,1
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
1.82,,13
1.79,,14
1.76,,5
1.72,,6
1.57,,1
1.38,,5
0.91,,1
0.81,,2
0.0,,0
0.0,,0
0.0,,0
0.0,,0
3.55,,11
2.94,,22
2.2,,14
1.75,,6
1.53,,4
1.47,,1
1.37,,3
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
2.47,0.809,3
2.27,0.809,8
2.1,0.809,13
1.18,0.809,9
0.86,0.809,2
0.77,0.809,3
0.39,0.809,1
0.0,0.809,0
0.0,0.809,0
0.0,0.809,0
0.0,0.809,0
0.0,0.809,0
1.69,0.812,6
1.56,0.812,2
1.54,0.812,4
1.46,0.812,9
1.3,0.812,3
1.16,0.812,9
1.01,0.812,4
0.86,0.812,2
0.83,0.812,2
0.0,0.812,0
0.0,0.812,0
0.0,0.812,0
3.74,0.815,10
2.41,0.815,2
2.12,0.815,8
2.07,0.815,17
1.69,0.815,4
1.26,0.815,8
1.18,0.815,5
0.72,0.815,1
0.4,0.815,1
0.0,0.815,0
0.0,0.815,0
0.0,0.815,0
2.48,0.816,16
2.05,0.816,3
1.32,0.816,5
1.29,0.816,3
1.16,0.816,5
0.83,0.816,7
0.75,0.816,2
0.0,0.816,0
0.0,0.816,0
0.0,0.816,0
0.0,0.816,0
0.0,0.816,0
3.31,0.816,22
2.59,0.816,7
2.19,0.816,5
2.02,0.816,18
1.91,0.816,3
1.76,0.816,8
1.06,0.816,1
1.02,0.816,4
0.0,0.816,0
0.0,0.816,0
0.0,0.816,0
0.0,0.816,0
55.56,0.615,14
42.04,0.615,149
38.86,0.615,68
28.27,0.615,99
25.08,0.615,15
15.69,0.615,38
13.49,0.615,54
9.77,0.615,36
7.95,0.615,31
6.43,0.615,23
3.13,0.615,16
0.8,0.615,4
58.09,,14
40.49,,73
38.22,,138
34.18,,120
24.01,,14
15.48,,38
12.01,,49
9.1,,36
6.91,,26
4.46,,16
3.06,,16
0.58,,3
60.87,,14
39.81,,74
36.89,,135
24.59,,86
15.7,,65
12.32,,7
10.04,,25
7.51,,30
5.52,,21
5.35,,19
2.06,,11
0.76,,4
59.63,,13
45.8,,168
44.95,,85
29.57,,16
26.71,,92
17.62,,73
13.73,,34
8.14,,31
6.06,,21
4.0,,16
2.02,,11
0.56,,3
58.54,,12
53.57,,102
47.15,,174
34.13,,116
18.78,,78
15.36,,8
11.42,,28
6.52,,25
2.97,,12
2.95,,10
1.99,,11
0.93,,5
47.52,0.562,180
45.74,0.562,88
45.69,0.562,9
29.46,0.562,100
20.21,0.562,85
13.0,0.562,32
11.63,0.562,6
9.94,0.562,41
8.88,0.562,35
6.27,0.562,21
0.89,0.562,5
0.54,0.562,3
41.69,,81
41.03,,8
36.01,,142
24.61,,84
23.44,,12
16.6,,71
6.89,,17
6.29,,21
4.27,,18
4.14,,17
1.04,,6
0.53,,3
36.96,,72
35.35,,7
34.74,,143
24.08,,83
20.62,,90
13.41,,7
8.54,,21
5.59,,24
5.05,,17
3.95,,17
2.38,,14
0.18,,1
40.95,,79
33.82,,7
29.44,,127
28.94,,101
19.88,,89
6.65,,16
5.87,,20
5.54,,3
5.3,,24
5.0,,22
3.03,,18
0.52,,3
38.63,,71
38.19,,178
27.87,,104
21.37,,5
20.11,,11
18.46,,87
10.1,,23
4.97,,23
4.89,,18
4.5,,22
2.01,,12
0.34,,2
42.89,0.593,76
30.12,0.593,147
27.67,0.593,7
24.09,0.593,91
17.77,0.593,10
16.14,0.593,78
6.64,0.593,34
5.92,0.593,13
5.05,0.593,24
3.49,0.593,13
2.51,0.593,15
0.34,0.593,2
43.66,,12
36.5,,63
34.61,,175
24.04,,92
24.02,,119
8.63,,5
6.06,,13
5.66,,30
3.7,,22
3.69,,18
2.38,,9
0.35,,2
36.56,,190
29.38,,50
27.36,,106
26.46,,8
18.88,,96
8.31,,5
7.56,,16
7.35,,40
5.39,,27
2.9,,17
2.61,,10
0.35,,2
36.27,,61
28.84,,154
24.71,,97
13.61,,71
9.02,,3
5.44,,28
5.25,,11
4.83,,27
4.79,,3
2.83,,11
1.91,,11
0.36,,2
30.91,,52
26.3,,144
24.92,,9
19.82,,79
12.92,,69
10.69,,7
5.75,,33
3.41,,18
2.03,,8
1.91,,4
1.76,,10
0.91,,5
26.01,0.614,105
24.38,0.614,9
24.3,0.614,136
21.2,0.614,36
15.03,0.614,82
4.83,0.614,26
4.76,0.614,19
3.92,0.614,23
3.79,0.614,8
3.24,0.614,18
2.91,0.614,2
1.11,0.614,6
34.11,,13
26.0,,106
22.57,,129
15.08,,26
14.07,,78
10.03,,7
7.49,,16
6.23,,34
3.67,,22
3.21,,13
2.58,,14
0.95,,5
22.72,,132
20.99,,86
19.37,,34
16.06,,90
10.26,,4
9.92,,7
7.44,,41
5.08,,31
4.65,,19
3.76,,20
3.69,,8
1.95,,10
22.38,,132
22.35,,92
21.67,,39
20.34,,8
15.76,,89
9.94,,7
6.07,,25
5.4,,12
5.17,,32
3.63,,19
3.25,,18
0.0,,0
25.72,,108
23.04,,136
14.23,,26
13.36,,80
10.98,,4
6.26,,37
5.06,,21
4.69,,3
4.3,,10
3.35,,21
1.51,,8
0.78,,4
28.37,0.634,122
27.16,0.634,10
21.94,0.634,131
20.05,0.634,38
14.4,0.634,86
9.34,0.634,6
6.8,0.634,40
4.57,0.634,11
4.25,0.634,27
4.01,0.634,17
1.52,0.634,8
0.79,0.634,4
22.39,0.639,135
21.26,0.639,8
20.89,0.639,92
18.34,0.639,36
13.87,0.639,82
8.09,0.639,47
7.66,0.639,5
4.14,0.639,18
3.74,0.639,24
3.62,0.639,9
1.9,0.639,10
0.99,0.639,5
26.04,0.645,119
23.49,0.645,48
23.09,0.645,141
15.59,0.645,6
15.0,0.645,10
12.52,0.645,73
7.01,0.645,40
5.55,0.645,36
5.09,0.645,23
3.87,0.645,10
2.82,0.645,15
0.59,0.645,3
20.35,0.652,126
18.15,0.652,39
17.63,0.652,84
12.86,0.652,74
12.67,0.652,5
6.61,0.652,37
5.84,0.652,4
4.02,0.652,19
3.89,0.652,21
2.95,0.652,8
2.75,0.652,18
2.12,0.652,11
23.12,0.655,145
18.78,0.655,93
16.3,0.655,37
14.76,0.655,6
10.76,0.655,61
5.65,0.655,4
5.28,0.655,29
4.48,0.655,22
4.38,0.655,29
3.86,0.655,11
2.91,0.655,16
1.51,0.655,8
21.09,,134
15.35,,37
13.25,,68
12.13,,5
11.67,,65
6.51,,35
5.53,,4
3.73,,25
3.16,,18
2.35,,12
2.32,,7
1.28,,7
117.39,0.67,239
108.76,0.67,339
106.11,0.67,33
79.69,0.67,146
38.46,0.67,34
37.81,0.67,65
23.35,0.67,81
19.2,0.67,61
6.74,0.67,12
6.01,0.67,10
1.56,0.67,3
0.54,0.67,1
106.78,,219
100.98,,31
98.26,,305
63.84,,116
38.94,,66
27.24,,24
20.86,,72
19.09,,61
10.26,,18
3.66,,6
2.1,,4
0.0,,0
113.27,,35
97.38,,201
94.95,,295
59.97,,108
38.58,,65
33.52,,30
19.69,,63
16.56,,57
10.41,,18
5.51,,9
1.67,,3
1.06,,2
98.98,,309
86.82,,27
84.3,,174
58.92,,105
34.16,,58
26.12,,24
17.7,,61
14.81,,47
8.48,,14
8.24,,14
2.74,,5
0.57,,1
98.1,,31
83.86,,172
81.06,,255
53.23,,94
30.56,,29
23.22,,40
17.88,,56
17.62,,61
7.75,,13
6.56,,11
0.57,,1
0.0,,0
118.84,0.727,37
86.46,0.727,265
86.08,0.727,175
51.27,0.727,83
31.87,0.727,31
30.61,0.727,53
18.88,0.727,58
11.47,0.727,39
9.27,0.727,15
4.79,0.727,8
3.03,0.727,5
0.63,0.727,1
82.57,,165
82.55,,252
69.53,,22
52.97,,85
28.91,,29
25.3,,44
15.62,,47
12.41,,42
8.11,,13
3.58,,6
1.94,,3
0.0,,0
75.54,,229
72.57,,24
71.1,,140
44.77,,71
30.22,,53
25.15,,26
19.91,,59
12.77,,43
8.83,,14
4.13,,7
2.77,,4
0.0,,0
96.67,,34
67.83,,204
64.19,,125
45.8,,72
24.81,,44
20.66,,22
14.0,,41
10.47,,35
8.93,,14
5.26,,9
2.23,,3
0.78,,1
75.86,,28
70.41,,136
64.11,,191
38.52,,60
22.94,,25
22.43,,40
13.07,,38
8.4,,13
6.96,,23
4.08,,7
1.6,,2
0.0,,0
61.52,0.806,182
59.52,0.806,114
52.48,0.806,81
49.33,0.806,19
27.82,0.806,31
25.27,0.806,45
15.23,0.806,44
9.79,0.806,32
3.51,0.806,6
3.42,0.806,4
3.28,0.806,5
0.89,0.806,1
69.6,,28
56.62,,167
53.68,,102
39.87,,61
27.73,,49
19.29,,22
9.41,,27
6.78,,22
5.33,,8
0.59,,1
0.0,,0
0.0,,0
93.67,,39
48.56,,143
45.03,,85
38.05,,58
23.24,,27
18.36,,32
9.47,,27
8.08,,26
4.72,,7
3.6,,6
2.01,,2
0.96,,1
80.07,,34
62.9,,118
54.98,,161
48.7,,74
23.15,,39
22.9,,27
11.31,,32
7.85,,25
5.44,,8
4.34,,7
1.05,,1
1.0,,1
69.77,,30
60.94,,114
57.79,,167
44.86,,67
23.97,,38
21.83,,26
10.65,,30
10.51,,33
5.51,,8
1.97,,3
0.0,,0
0.0,,0
57.25,0.811,25
56.13,0.811,105
53.92,0.811,153
40.6,0.811,59
23.06,0.811,34
10.31,0.811,29
8.31,0.811,10
5.52,0.811,17
2.83,0.811,4
1.41,0.811,2
0.0,0.811,0
0.0,0.811,0
78.18,0.812,35
52.93,0.812,99
49.12,0.812,137
39.21,0.812,56
27.61,0.812,38
17.96,0.812,22
7.51,0.812,21
6.47,0.812,9
5.95,0.812,18
3.81,0.812,5
0.0,0.812,0
0.0,0.812,0
59.59,0.813,164
54.03,0.813,25
51.76,0.813,97
34.99,0.813,50
26.32,0.813,34
17.57,0.813,22
7.4,0.813,22
6.47,0.813,18
4.9,0.813,6
3.62,0.813,5
1.03,0.813,1
0.0,0.813,0
64.54,0.816,31
48.84,0.816,92
47.26,0.816,128
36.93,0.816,53
14.08,0.816,17
8.58,0.816,11
8.32,0.816,23
6.52,0.816,19
4.35,0.816,6
1.76,0.816,2
1.01,0.816,1
0.0,0.816,0
58.26,0.819,29
49.09,0.819,93
42.39,0.819,113
31.3,0.819,45
27.49,0.819,31
14.47,0.819,19
7.29,0.819,10
7.27,0.819,20
5.64,0.819,6
5.61,0.819,16
0.0,0.819,0
0.0,0.819,0
64.34,,33
49.31,,94
40.34,,106
33.42,,48
22.67,,24
16.4,,22
10.94,,30
8.59,,24
3.0,,3
1.47,,2
0.99,,1
0.0,,0
144.85,0.701,632
141.91,0.701,67
118.53,0.701,325
79.37,0.701,226
50.8,0.701,134
33.76,0.701,37
24.7,0.701,101
23.47,0.701,113
11.95,0.701,33
7.79,0.701,20
1.43,0.701,4
0.74,0.701,2
151.33,,664
121.81,,336
84.53,,40
70.29,,196
57.05,,147
35.16,,39
28.72,,118
26.65,,129
9.96,,27
7.95,,20
1.79,,5
0.37,,1
144.59,,637
105.76,,294
84.84,,231
81.43,,39
56.96,,144
25.55,,29
22.77,,94
22.46,,109
11.64,,31
6.88,,17
1.49,,4
1.07,,3
125.78,,557
123.83,,345
95.89,,47
83.68,,222
44.68,,112
34.14,,40
22.01,,107
19.39,,80
8.98,,22
6.88,,18
0.72,,2
0.38,,1
132.51,,592
102.44,,284
95.67,,48
87.08,,224
51.31,,129
30.43,,37
20.54,,84
19.82,,97
9.81,,24
8.57,,22
2.96,,8
0.39,,1
131.9,0.754,595
117.37,0.754,324
88.45,0.754,221
79.12,0.754,40
51.88,0.754,131
28.89,0.754,36
24.93,0.754,101
24.49,0.754,121
12.29,0.754,31
10.2,0.754,25
2.28,0.754,6
0.0,0.754,0
123.17,,559
116.49,,322
110.22,,57
78.13,,190
46.95,,119
31.06,,40
22.75,,113
21.64,,87
7.67,,19
7.32,,18
3.17,,8
0.41,,1
134.29,,613
103.28,,285
86.52,,47
85.78,,204
61.17,,156
28.72,,39
21.3,,85
14.85,,74
11.56,,28
6.06,,15
1.66,,4
0.43,,1
115.34,,529
105.08,,288
92.71,,53
87.85,,205
47.71,,122
25.11,,36
22.24,,111
18.14,,72
10.12,,24
4.44,,11
0.91,,2
0.87,,2
107.27,,491
99.31,,271
84.69,,193
79.98,,48
45.27,,115
27.33,,41
19.74,,98
18.47,,73
10.38,,24
7.75,,19
2.71,,6
0.47,,1
106.39,0.806,289
103.35,0.806,469
82.74,0.806,52
77.77,0.806,172
40.15,0.806,100
21.94,0.806,34
21.87,0.806,86
17.07,0.806,84
8.48,0.806,19
4.58,0.806,11
0.95,0.806,2
0.5,0.806,1
88.29,,238
81.31,,366
77.95,,51
44.71,,96
39.67,,97
23.19,,37
15.11,,59
14.33,,70
8.75,,19
4.22,,10
2.51,,5
0.53,,1
82.29,,220
75.5,,51
72.86,,326
69.47,,146
41.46,,101
24.37,,40
12.35,,60
11.87,,46
8.01,,17
4.23,,10
2.25,,4
2.13,,4
90.15,,401
80.54,,56
74.6,,155
71.71,,190
47.09,,114
21.34,,36
15.61,,60
13.44,,65
7.26,,17
7.18,,15
1.13,,2
0.0,,0
97.21,,428
90.7,,239
80.18,,57
56.38,,116
45.99,,109
23.22,,40
13.53,,65
12.57,,48
7.29,,15
6.98,,16
1.77,,3
1.25,,2
83.3,0.827,219
82.95,0.827,357
67.61,0.827,49
55.55,0.827,110
40.82,0.827,93
23.35,0.827,41
15.27,0.827,72
13.14,0.827,50
6.39,0.827,14
5.59,0.827,11
0.65,0.827,1
0.62,0.827,1
83.02,0.831,349
81.18,0.831,213
75.34,0.831,56
65.28,0.831,124
33.98,0.831,74
21.17,0.831,38
17.95,0.831,68
14.55,0.831,67
9.08,0.831,17
4.81,0.831,10
0.68,0.831,1
0.65,0.831,1
77.7,0.833,321
74.09,0.833,195
69.66,0.833,53
62.3,0.833,117
30.48,0.833,64
20.16,0.833,37
16.38,0.833,74
11.89,0.833,45
5.44,0.833,10
4.01,0.833,8
2.01,0.833,3
0.0,0.833,0
94.28,0.837,382
83.89,0.837,223
81.28,0.837,63
64.36,0.837,121
47.14,0.837,96
21.42,0.837,40
16.96,0.837,75
12.06,0.837,22
10.79,0.837,41
8.82,0.837,17
2.18,0.837,3
1.38,0.837,2
91.41,0.839,72
77.88,0.839,309
75.66,0.839,204
49.66,0.839,94
44.56,0.839,88
23.75,0.839,45
12.27,0.839,47
9.97,0.839,43
6.44,0.839,12
6.04,0.839,11
2.22,0.839,3
1.41,0.839,2
84.09,,67
78.9,,216
71.01,,275
52.94,,101
34.94,,66
19.86,,38
14.22,,55
10.96,,46
9.29,,17
5.59,,10
2.25,,3
1.43,,2
96.98,,78
76.32,,212
70.62,,266
50.17,,96
23.05,,41
15.03,,29
11.53,,45
10.09,,41
4.38,,8
3.55,,6
86.96,0.752,6
46.36,0.752,14
29.63,0.752,4
23.9,0.752,12
20.13,0.752,6
10.44,0.752,5
10.03,0.752,3
9.22,0.752,2
7.12,0.752,2
3.6,0.752,1
0.0,0.752,0
0.0,0.752,0
42.25,,3
42.21,,13
23.18,,7
21.87,,11
18.13,,7
13.25,,4
10.79,,3
7.19,,1
4.18,,2
0.0,,0
0.0,,0
0.0,,0
41.67,,3
37.25,,19
32.15,,10
30.77,,12
28.57,,9
20.83,,3
16.46,,8
14.6,,4
11.32,,3
9.62,,3
0.0,,0
0.0,,0
47.32,,15
44.16,,14
34.68,,18
27.4,,2
20.51,,8
11.11,,3
10.12,,5
9.49,,3
6.71,,1
0.0,,0
0.0,,0
0.0,,0
65.79,,5
40.63,,13
37.81,,20
27.69,,9
22.81,,6
19.61,,3
13.94,,7
10.23,,4
9.4,,3
4.83,,1
4.61,,1
3.97,,1
51.95,0.779,4
37.04,0.779,12
29.74,0.779,16
27.11,0.779,9
25.81,0.779,4
23.17,0.779,6
19.57,0.779,10
12.76,0.779,5
6.19,0.779,2
0.0,0.779,0
0.0,0.779,0
0.0,0.779,0
103.9,,8
48.63,,16
30.91,,17
26.47,,9
23.03,,12
22.78,,9
15.63,,4
6.41,,1
3.07,,1
0.0,,0
0.0,,0
0.0,,0
78.95,,6
25.81,,4
24.94,,10
20.96,,7
18.8,,10
16.04,,9
14.45,,5
12.08,,4
8.4,,2
7.94,,2
0.0,,0
0.0,,0
53.33,,4
40.16,,10
38.39,,22
19.61,,8
17.54,,6
17.19,,6
9.23,,5
6.54,,1
5.97,,2
0.0,,0
0.0,,0
0.0,,0
106.67,,8
42.86,,15
37.67,,22
28.34,,7
25.71,,9
12.11,,5
7.22,,4
6.54,,1
5.9,,2
4.22,,1
0.0,,0
0.0,,0
54.05,0.805,4
30.99,0.805,11
28.52,0.805,17
22.66,0.805,8
20.41,0.805,5
19.11,0.805,3
14.13,0.805,8
8.8,0.805,3
7.19,0.805,3
4.22,0.805,1
0.0,0.805,0
0.0,0.805,0
65.79,,5
50.0,,18
36.07,,22
17.21,,10
14.12,,5
12.35,,2
12.3,,3
8.4,,2
7.18,,3
5.83,,2
0.0,,0
0.0,,0
131.58,,10
36.8,,23
35.62,,13
28.69,,7
19.72,,7
19.05,,8
17.44,,6
8.4,,5
6.06,,1
4.24,,1
0.0,,0
0.0,,0
51.51,,4
34.43,,22
29.5,,11
19.91,,7
17.77,,3
16.38,,4
9.49,,4
8.19,,5
5.86,,2
4.22,,1
3.99,,1
0.0,,0
50.77,,4
30.53,,20
28.95,,11
25.88,,9
20.18,,5
17.31,,3
14.4,,9
14.18,,6
5.92,,2
3.87,,1
0.0,,0
0.0,,0
87.45,0.851,7
38.87,0.851,15
22.33,0.851,15
20.32,0.851,7
18.86,0.851,8
11.95,0.851,3
11.05,0.851,2
4.68,0.851,3
4.15,0.851,1
2.98,0.851,1
0.0,0.851,0
0.0,0.851,0
60.19,,5
39.25,,15
28.95,,5
27.71,,19
24.2,,10
23.41,,8
20.46,,7
11.65,,3
4.0,,1
0.0,,0
0.0,,0
0.0,,0
69.72,,27
69.48,,6
23.64,,8
23.17,,6
22.96,,16
19.25,,8
17.01,,3
14.92,,10
3.99,,1
0.0,,0
0.0,,0
0.0,,0
65.7,,6
22.71,,6
20.34,,8
19.72,,14
14.95,,5
5.84,,4
4.76,,2
3.92,,1
3.44,,1
2.99,,1
0.0,,0
0.0,,0
62.23,,6
27.06,,9
26.29,,19
17.48,,7
16.2,,3
14.69,,4
14.14,,6
11.45,,8
0.0,,0
0.0,,0
0.0,,0
0.0,,0
68.35,0.88,7
21.75,0.88,16
21.46,0.88,6
17.17,0.88,7
9.02,0.88,3
8.41,0.88,6
5.23,0.88,1
4.66,0.88,2
3.02,0.88,1
0.0,0.88,0
0.0,0.88,0
0.0,0.88,0
73.54,,8
29.33,,22
24.15,,10
16.46,,12
14.03,,4
9.24,,4
8.96,,3
5.09,,1
2.99,,1
0.0,,0
0.0,,0
0.0,,0
33.18,,14
32.75,,25
26.55,,9
26.46,,3
22.81,,10
12.13,,9
9.98,,2
7.23,,2
6.91,,2
5.89,,2
0.0,,0
0.0,,0
42.71,,5
25.73,,20
13.88,,6
11.52,,4
6.71,,3
4.91,,1
3.98,,3
2.87,,1
0.0,,0
0.0,,0
0.0,,0
0.0,,0
24.76,,3
22.51,,10
20.23,,16
16.8,,6
9.13,,7
6.56,,3
4.83,,1
3.32,,1
2.81,,1
0.0,,0
0.0,,0
0.0,,0
56.14,0.886,7
29.82,0.886,24
10.93,0.886,5
9.75,0.886,3
8.21,0.886,3
6.41,0.886,5
6.41,0.886,3
5.54,0.886,2
4.75,0.886,1
3.2,0.886,1
0.0,0.886,0
0.0,0.886,0
30.79,0.888,4
24.23,0.888,20
23.33,0.888,5
